epoch,train_loss,val_loss,train_acc,val_acc,iteration,branching,dropout,dataset,network,lr
0,2.303659200668335,2.3051650524139404,0.0546875,0.06,0,2,0.0,mnist,multiclass_mln,0.05
1,2.3006908893585205,2.3190712928771973,0.09375,0.06,0,2,0.0,mnist,multiclass_mln,0.05
2,2.2902731895446777,2.364342451095581,0.15625,0.08,0,2,0.0,mnist,multiclass_mln,0.05
3,2.2628555297851562,2.3590264320373535,0.1875,0.08,0,2,0.0,mnist,multiclass_mln,0.05
4,2.2343411445617676,2.350332260131836,0.1875,0.11,0,2,0.0,mnist,multiclass_mln,0.05
5,2.208862781524658,2.3341987133026123,0.1875,0.12,0,2,0.0,mnist,multiclass_mln,0.05
6,2.187711477279663,2.321197509765625,0.1953125,0.13,0,2,0.0,mnist,multiclass_mln,0.05
7,2.161543130874634,2.313485622406006,0.2109375,0.13,0,2,0.0,mnist,multiclass_mln,0.05
8,2.135969638824463,2.296067237854004,0.375,0.13,0,2,0.0,mnist,multiclass_mln,0.05
9,2.1098127365112305,2.2708208560943604,0.4296875,0.16,0,2,0.0,mnist,multiclass_mln,0.05
10,2.0868258476257324,2.273149013519287,0.453125,0.15,0,2,0.0,mnist,multiclass_mln,0.05
11,2.0586471557617188,2.263235569000244,0.5,0.16,0,2,0.0,mnist,multiclass_mln,0.05
12,2.0233590602874756,2.2328362464904785,0.5703125,0.26,0,2,0.0,mnist,multiclass_mln,0.05
13,1.9998555183410645,2.222559928894043,0.578125,0.27,0,2,0.0,mnist,multiclass_mln,0.05
14,1.9696375131607056,2.209552049636841,0.5625,0.29,0,2,0.0,mnist,multiclass_mln,0.05
15,1.9560270309448242,2.1893422603607178,0.546875,0.29,0,2,0.0,mnist,multiclass_mln,0.05
16,1.9287482500076294,2.1743102073669434,0.578125,0.29,0,2,0.0,mnist,multiclass_mln,0.05
17,1.9050558805465698,2.1817009449005127,0.578125,0.27,0,2,0.0,mnist,multiclass_mln,0.05
18,1.8818506002426147,2.135890245437622,0.5859375,0.31,0,2,0.0,mnist,multiclass_mln,0.05
19,1.857955813407898,2.078594923019409,0.609375,0.36,0,2,0.0,mnist,multiclass_mln,0.05
20,1.8088476657867432,2.0755655765533447,0.6484375,0.38,0,2,0.0,mnist,multiclass_mln,0.05
21,1.7899322509765625,2.1056618690490723,0.6640625,0.34,0,2,0.0,mnist,multiclass_mln,0.05
22,1.7965292930603027,2.1101105213165283,0.6484375,0.33,0,2,0.0,mnist,multiclass_mln,0.05
23,1.8024603128433228,2.1256155967712402,0.6328125,0.31,0,2,0.0,mnist,multiclass_mln,0.05
24,1.8192816972732544,2.09865140914917,0.6328125,0.34,0,2,0.0,mnist,multiclass_mln,0.05
25,1.7923948764801025,2.123297929763794,0.6484375,0.32,0,2,0.0,mnist,multiclass_mln,0.05
26,1.7814080715179443,2.115530014038086,0.6796875,0.35000000000000003,0,2,0.0,mnist,multiclass_mln,0.05
27,1.817143201828003,2.0854010581970215,0.6328125,0.37,0,2,0.0,mnist,multiclass_mln,0.05
28,1.7989978790283203,2.0796544551849365,0.65625,0.38,0,2,0.0,mnist,multiclass_mln,0.05
29,1.8262163400650024,2.0929229259490967,0.6328125,0.37,0,2,0.0,mnist,multiclass_mln,0.05
30,1.8241653442382812,2.1197633743286133,0.6328125,0.34,0,2,0.0,mnist,multiclass_mln,0.05
31,1.8024548292160034,2.1374242305755615,0.6796875,0.32,0,2,0.0,mnist,multiclass_mln,0.05
32,1.7797294855117798,2.137676477432251,0.6796875,0.32,0,2,0.0,mnist,multiclass_mln,0.05
33,1.785266399383545,2.137587547302246,0.671875,0.32,0,2,0.0,mnist,multiclass_mln,0.05
34,1.8024544715881348,2.0910418033599854,0.65625,0.37,0,2,0.0,mnist,multiclass_mln,0.05
35,1.7850897312164307,2.0958921909332275,0.6796875,0.36,0,2,0.0,mnist,multiclass_mln,0.05
36,1.760615587234497,2.0231354236602783,0.7265625,0.44,0,2,0.0,mnist,multiclass_mln,0.05
37,1.7565771341323853,2.010197401046753,0.7265625,0.46,0,2,0.0,mnist,multiclass_mln,0.05
38,1.761645793914795,1.9880660772323608,0.7265625,0.48,0,2,0.0,mnist,multiclass_mln,0.05
39,1.7643543481826782,1.9764280319213867,0.7109375,0.5,0,2,0.0,mnist,multiclass_mln,0.05
40,1.7423021793365479,2.0055408477783203,0.734375,0.49,0,2,0.0,mnist,multiclass_mln,0.05
41,1.7238091230392456,2.003122329711914,0.75,0.48,0,2,0.0,mnist,multiclass_mln,0.05
42,1.7092821598052979,2.0017013549804688,0.78125,0.47000000000000003,0,2,0.0,mnist,multiclass_mln,0.05
43,1.7035975456237793,1.9931858777999878,0.78125,0.48,0,2,0.0,mnist,multiclass_mln,0.05
44,1.6993080377578735,1.9784473180770874,0.7890625,0.5,0,2,0.0,mnist,multiclass_mln,0.05
45,1.7088676691055298,1.9806008338928223,0.7734375,0.48,0,2,0.0,mnist,multiclass_mln,0.05
46,1.728607177734375,1.976686954498291,0.7578125,0.51,0,2,0.0,mnist,multiclass_mln,0.05
47,1.7301130294799805,1.973059892654419,0.75,0.51,0,2,0.0,mnist,multiclass_mln,0.05
48,1.7135459184646606,1.9816114902496338,0.796875,0.5,0,2,0.0,mnist,multiclass_mln,0.05
49,1.6900684833526611,1.9922089576721191,0.8046875,0.48,0,2,0.0,mnist,multiclass_mln,0.05
50,1.6940735578536987,1.9437669515609741,0.7890625,0.54,0,2,0.0,mnist,multiclass_mln,0.05
51,1.6910237073898315,1.935987114906311,0.78125,0.53,0,2,0.0,mnist,multiclass_mln,0.05
52,1.689091444015503,1.902315378189087,0.78125,0.56,0,2,0.0,mnist,multiclass_mln,0.05
53,1.6667336225509644,1.9251936674118042,0.8046875,0.53,0,2,0.0,mnist,multiclass_mln,0.05
54,1.671872854232788,1.9244966506958008,0.7890625,0.54,0,2,0.0,mnist,multiclass_mln,0.05
55,1.6513570547103882,1.8946741819381714,0.8203125,0.56,0,2,0.0,mnist,multiclass_mln,0.05
56,1.6680688858032227,1.9175772666931152,0.8046875,0.54,0,2,0.0,mnist,multiclass_mln,0.05
57,1.6666926145553589,1.9286901950836182,0.7890625,0.52,0,2,0.0,mnist,multiclass_mln,0.05
58,1.675571322441101,1.937380313873291,0.78125,0.52,0,2,0.0,mnist,multiclass_mln,0.05
59,1.7066380977630615,1.942861795425415,0.7578125,0.51,0,2,0.0,mnist,multiclass_mln,0.05
60,1.7670083045959473,1.9361207485198975,0.6953125,0.52,0,2,0.0,mnist,multiclass_mln,0.05
61,1.7735732793807983,1.946073055267334,0.6875,0.51,0,2,0.0,mnist,multiclass_mln,0.05
62,1.7990647554397583,1.9477039575576782,0.65625,0.51,0,2,0.0,mnist,multiclass_mln,0.05
63,1.7696585655212402,1.936055302619934,0.6875,0.52,0,2,0.0,mnist,multiclass_mln,0.05
64,1.7542134523391724,1.954867959022522,0.7109375,0.5,0,2,0.0,mnist,multiclass_mln,0.05
65,1.7886618375778198,1.952548623085022,0.671875,0.51,0,2,0.0,mnist,multiclass_mln,0.05
66,1.7931331396102905,1.9416238069534302,0.6640625,0.52,0,2,0.0,mnist,multiclass_mln,0.05
67,1.7768735885620117,1.9214341640472412,0.6796875,0.53,0,2,0.0,mnist,multiclass_mln,0.05
68,1.746132493019104,1.9586241245269775,0.71875,0.5,0,2,0.0,mnist,multiclass_mln,0.05
69,1.7333506345748901,1.9732022285461426,0.7265625,0.48,0,2,0.0,mnist,multiclass_mln,0.05
70,1.7188363075256348,1.929502010345459,0.75,0.52,0,2,0.0,mnist,multiclass_mln,0.05
71,1.7045044898986816,1.8882155418395996,0.765625,0.5700000000000001,0,2,0.0,mnist,multiclass_mln,0.05
72,1.7339503765106201,1.8779808282852173,0.7265625,0.58,0,2,0.0,mnist,multiclass_mln,0.05
73,1.6938573122024536,1.8876864910125732,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
74,1.6813997030258179,1.897886037826538,0.78125,0.56,0,2,0.0,mnist,multiclass_mln,0.05
75,1.6963090896606445,1.89817214012146,0.7734375,0.56,0,2,0.0,mnist,multiclass_mln,0.05
76,1.6886199712753296,1.8788080215454102,0.7734375,0.5700000000000001,0,2,0.0,mnist,multiclass_mln,0.05
77,1.6900708675384521,1.8463101387023926,0.7734375,0.62,0,2,0.0,mnist,multiclass_mln,0.05
78,1.676775336265564,1.8367120027542114,0.78125,0.63,0,2,0.0,mnist,multiclass_mln,0.05
79,1.6571577787399292,1.834334135055542,0.8046875,0.63,0,2,0.0,mnist,multiclass_mln,0.05
80,1.6804782152175903,1.8748043775558472,0.78125,0.58,0,2,0.0,mnist,multiclass_mln,0.05
81,1.6737476587295532,1.8371124267578125,0.78125,0.63,0,2,0.0,mnist,multiclass_mln,0.05
82,1.6726855039596558,1.9205442667007446,0.7890625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
83,1.680768609046936,1.9529000520706177,0.78125,0.52,0,2,0.0,mnist,multiclass_mln,0.05
84,1.6978681087493896,1.9705569744110107,0.765625,0.49,0,2,0.0,mnist,multiclass_mln,0.05
85,1.7394675016403198,1.9666398763656616,0.7265625,0.49,0,2,0.0,mnist,multiclass_mln,0.05
86,1.69701087474823,1.9794774055480957,0.765625,0.48,0,2,0.0,mnist,multiclass_mln,0.05
87,1.7089258432388306,1.959747314453125,0.75,0.5,0,2,0.0,mnist,multiclass_mln,0.05
88,1.6808494329452515,1.9134570360183716,0.78125,0.54,0,2,0.0,mnist,multiclass_mln,0.05
89,1.6741650104522705,1.8847254514694214,0.7890625,0.58,0,2,0.0,mnist,multiclass_mln,0.05
90,1.6719145774841309,1.8654180765151978,0.7890625,0.59,0,2,0.0,mnist,multiclass_mln,0.05
91,1.6565945148468018,1.8581598997116089,0.8046875,0.6,0,2,0.0,mnist,multiclass_mln,0.05
92,1.6478266716003418,1.8531192541122437,0.8125,0.61,0,2,0.0,mnist,multiclass_mln,0.05
93,1.6508164405822754,1.8664363622665405,0.8046875,0.59,0,2,0.0,mnist,multiclass_mln,0.05
94,1.6490057706832886,1.9339467287063599,0.8125,0.52,0,2,0.0,mnist,multiclass_mln,0.05
95,1.6545552015304565,1.950028896331787,0.8046875,0.51,0,2,0.0,mnist,multiclass_mln,0.05
96,1.6703025102615356,1.9807711839675903,0.7890625,0.48,0,2,0.0,mnist,multiclass_mln,0.05
97,1.724082589149475,1.9546539783477783,0.7265625,0.51,0,2,0.0,mnist,multiclass_mln,0.05
98,1.7047626972198486,1.8756800889968872,0.75,0.59,0,2,0.0,mnist,multiclass_mln,0.05
99,1.685920000076294,1.8425462245941162,0.765625,0.62,0,2,0.0,mnist,multiclass_mln,0.05
0,2.304237127304077,2.3033106327056885,0.1015625,0.08,1,2,0.0,mnist,multiclass_mln,0.05
1,2.30275559425354,2.301853895187378,0.0859375,0.07,1,2,0.0,mnist,multiclass_mln,0.05
2,2.2991721630096436,2.298548698425293,0.109375,0.07,1,2,0.0,mnist,multiclass_mln,0.05
3,2.292717695236206,2.29378342628479,0.109375,0.1,1,2,0.0,mnist,multiclass_mln,0.05
4,2.2801949977874756,2.270678758621216,0.109375,0.13,1,2,0.0,mnist,multiclass_mln,0.05
5,2.261462926864624,2.2474801540374756,0.140625,0.15,1,2,0.0,mnist,multiclass_mln,0.05
6,2.2324657440185547,2.263765573501587,0.15625,0.15,1,2,0.0,mnist,multiclass_mln,0.05
7,2.208395004272461,2.2513771057128906,0.1953125,0.14,1,2,0.0,mnist,multiclass_mln,0.05
8,2.190067768096924,2.2250685691833496,0.203125,0.19,1,2,0.0,mnist,multiclass_mln,0.05
9,2.177961826324463,2.2207584381103516,0.2734375,0.21,1,2,0.0,mnist,multiclass_mln,0.05
10,2.1670966148376465,2.2188758850097656,0.265625,0.22,1,2,0.0,mnist,multiclass_mln,0.05
11,2.1597158908843994,2.2185380458831787,0.28125,0.19,1,2,0.0,mnist,multiclass_mln,0.05
12,2.1516683101654053,2.2181601524353027,0.2890625,0.21,1,2,0.0,mnist,multiclass_mln,0.05
13,2.140960693359375,2.2184762954711914,0.296875,0.2,1,2,0.0,mnist,multiclass_mln,0.05
14,2.1344411373138428,2.21242094039917,0.296875,0.21,1,2,0.0,mnist,multiclass_mln,0.05
15,2.130183219909668,2.2080061435699463,0.296875,0.21,1,2,0.0,mnist,multiclass_mln,0.05
16,2.1245391368865967,2.204843521118164,0.296875,0.21,1,2,0.0,mnist,multiclass_mln,0.05
17,2.116722583770752,2.2002639770507812,0.296875,0.22,1,2,0.0,mnist,multiclass_mln,0.05
18,2.10888409614563,2.1935410499572754,0.296875,0.22,1,2,0.0,mnist,multiclass_mln,0.05
19,2.0985944271087646,2.190563201904297,0.296875,0.2,1,2,0.0,mnist,multiclass_mln,0.05
20,2.0860307216644287,2.1840527057647705,0.390625,0.19,1,2,0.0,mnist,multiclass_mln,0.05
21,2.067487955093384,2.1559526920318604,0.4609375,0.31,1,2,0.0,mnist,multiclass_mln,0.05
22,2.0332982540130615,2.0897645950317383,0.5546875,0.41000000000000003,1,2,0.0,mnist,multiclass_mln,0.05
23,1.9830684661865234,2.027763605117798,0.59375,0.51,1,2,0.0,mnist,multiclass_mln,0.05
24,1.9511172771453857,2.0219740867614746,0.625,0.51,1,2,0.0,mnist,multiclass_mln,0.05
25,1.9351623058319092,1.9973385334014893,0.6015625,0.5,1,2,0.0,mnist,multiclass_mln,0.05
26,1.9069113731384277,2.003873586654663,0.6015625,0.48,1,2,0.0,mnist,multiclass_mln,0.05
27,1.8592462539672852,1.9921188354492188,0.625,0.48,1,2,0.0,mnist,multiclass_mln,0.05
28,1.8488847017288208,1.939844012260437,0.6015625,0.55,1,2,0.0,mnist,multiclass_mln,0.05
29,1.8182109594345093,1.9204553365707397,0.640625,0.61,1,2,0.0,mnist,multiclass_mln,0.05
30,1.7830638885498047,1.9705325365066528,0.71875,0.51,1,2,0.0,mnist,multiclass_mln,0.05
31,1.7812168598175049,1.998834252357483,0.703125,0.46,1,2,0.0,mnist,multiclass_mln,0.05
32,1.7504509687423706,1.9263522624969482,0.7421875,0.55,1,2,0.0,mnist,multiclass_mln,0.05
33,1.7232306003570557,1.8480437994003296,0.7890625,0.66,1,2,0.0,mnist,multiclass_mln,0.05
34,1.6735574007034302,1.8705710172653198,0.84375,0.64,1,2,0.0,mnist,multiclass_mln,0.05
35,1.6454448699951172,1.8433990478515625,0.890625,0.63,1,2,0.0,mnist,multiclass_mln,0.05
36,1.6457021236419678,1.8547037839889526,0.8828125,0.63,1,2,0.0,mnist,multiclass_mln,0.05
37,1.6585978269577026,1.8326815366744995,0.8671875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
38,1.61024808883667,1.8030701875686646,0.9140625,0.67,1,2,0.0,mnist,multiclass_mln,0.05
39,1.5958820581436157,1.7881032228469849,0.8984375,0.67,1,2,0.0,mnist,multiclass_mln,0.05
40,1.5924608707427979,1.7528964281082153,0.8828125,0.71,1,2,0.0,mnist,multiclass_mln,0.05
41,1.5838687419891357,1.763269305229187,0.890625,0.7000000000000001,1,2,0.0,mnist,multiclass_mln,0.05
42,1.5656465291976929,1.7504494190216064,0.90625,0.71,1,2,0.0,mnist,multiclass_mln,0.05
