epoch,train_loss,val_loss,train_acc,val_acc,iteration,branching,dropout,dataset,network,lr
55,0.03266841918230057,0.5706644058227539,0.9921875,0.8999999761581421,0,2,0.0,mnist-49,binary_mln,0.05
56,0.03270352631807327,0.5361728072166443,0.9921875,0.8799999952316284,0,2,0.0,mnist-49,binary_mln,0.05
57,0.030317585915327072,0.5090564489364624,0.9921875,0.8899999856948853,0,2,0.0,mnist-49,binary_mln,0.05
58,0.03381691128015518,0.47830188274383545,0.984375,0.8799999952316284,0,2,0.0,mnist-49,binary_mln,0.05
59,0.03338920697569847,0.5454343557357788,0.984375,0.8799999952316284,0,2,0.0,mnist-49,binary_mln,0.05
60,0.028189683333039284,0.5484572052955627,0.984375,0.8799999952316284,0,2,0.0,mnist-49,binary_mln,0.05
61,0.020655853673815727,1.5001567602157593,0.9921875,0.8899999856948853,0,2,0.0,mnist-49,binary_mln,0.05
62,0.014200592413544655,1.6497323513031006,1.0,0.8899999856948853,0,2,0.0,mnist-49,binary_mln,0.05
63,0.012361323460936546,1.9878097772598267,1.0,0.8899999856948853,0,2,0.0,mnist-49,binary_mln,0.05
64,0.020501447841525078,2.1737639904022217,0.9921875,0.8899999856948853,0,2,0.0,mnist-49,binary_mln,0.05
65,0.013094771653413773,2.6772682666778564,1.0,0.8899999856948853,0,2,0.0,mnist-49,binary_mln,0.05
66,0.01812172867357731,3.2884225845336914,0.9921875,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
67,0.01659063808619976,3.3126349449157715,0.9921875,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
68,0.009538304060697556,3.5711731910705566,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
69,0.011670765466988087,4.667773246765137,1.0,0.8999999761581421,0,2,0.0,mnist-49,binary_mln,0.05
70,0.016968514770269394,3.8661956787109375,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
71,0.012037125416100025,4.127423286437988,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
72,0.006266690790653229,4.312699794769287,1.0,0.8999999761581421,0,2,0.0,mnist-49,binary_mln,0.05
73,0.00646784296259284,4.320373058319092,1.0,0.8999999761581421,0,2,0.0,mnist-49,binary_mln,0.05
74,0.004477206617593765,4.29404354095459,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
75,0.0054768156260252,5.130753040313721,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
76,0.0063450876623392105,5.132535457611084,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
77,0.0067112017422914505,5.142146587371826,1.0,0.8999999761581421,0,2,0.0,mnist-49,binary_mln,0.05
78,0.007844074629247189,5.142122745513916,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
79,0.004028614144772291,5.153566360473633,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
80,0.0021674807649105787,5.171389102935791,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
81,0.013550970703363419,5.177913188934326,0.9921875,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
82,0.0012729789596050978,5.183353424072266,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
83,0.0010018775938078761,5.188314437866211,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
84,0.0009824067819863558,4.349520206451416,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
85,0.0010988283902406693,4.343400478363037,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
86,0.0009286009590141475,4.338920593261719,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
87,0.0009625343955121934,4.334379196166992,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
88,0.0009754771017469466,4.328118801116943,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
89,0.0009194491431117058,4.3201518058776855,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
90,0.0008421215461567044,4.310953140258789,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
91,0.0007619406678713858,4.30069637298584,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
92,0.0006760723772458732,4.2659711837768555,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
93,0.0005940490518696606,4.232296943664551,1.0,0.9300000071525574,0,2,0.0,mnist-49,binary_mln,0.05
94,0.0005319478805176914,4.237711429595947,1.0,0.9300000071525574,0,2,0.0,mnist-49,binary_mln,0.05
95,0.000477324181701988,4.245214939117432,1.0,0.9300000071525574,0,2,0.0,mnist-49,binary_mln,0.05
96,0.0009119568858295679,4.374392032623291,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
97,0.0006568966200575233,5.233066558837891,1.0,0.9200000166893005,0,2,0.0,mnist-49,binary_mln,0.05
98,0.0014043943956494331,5.242926120758057,1.0,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
99,0.031156381592154503,4.3030805587768555,0.9921875,0.9100000262260437,0,2,0.0,mnist-49,binary_mln,0.05
0,0.6974302530288696,0.7038618326187134,0.53125,0.47999998927116394,1,2,0.0,mnist-49,binary_mln,0.05
1,0.6907778382301331,0.6957237124443054,0.53125,0.5,1,2,0.0,mnist-49,binary_mln,0.05
2,0.6878976225852966,0.6954241991043091,0.53125,0.5600000023841858,1,2,0.0,mnist-49,binary_mln,0.05
3,0.6875662207603455,0.6985620260238647,0.578125,0.47999998927116394,1,2,0.0,mnist-49,binary_mln,0.05
4,0.6853035688400269,0.6990007162094116,0.53125,0.47999998927116394,1,2,0.0,mnist-49,binary_mln,0.05
5,0.683822512626648,0.6964675188064575,0.53125,0.47999998927116394,1,2,0.0,mnist-49,binary_mln,0.05
6,0.6791673302650452,0.6952080726623535,0.5390625,0.5199999809265137,1,2,0.0,mnist-49,binary_mln,0.05
7,0.6734022498130798,0.6980735659599304,0.6328125,0.5099999904632568,1,2,0.0,mnist-49,binary_mln,0.05
8,0.6683710217475891,0.7049446105957031,0.625,0.5199999809265137,1,2,0.0,mnist-49,binary_mln,0.05
9,0.6627568602561951,0.7167949676513672,0.6171875,0.5199999809265137,1,2,0.0,mnist-49,binary_mln,0.05
10,0.6598360538482666,0.7237589955329895,0.609375,0.5199999809265137,1,2,0.0,mnist-49,binary_mln,0.05
11,0.6562390923500061,0.7183634042739868,0.6171875,0.5699999928474426,1,2,0.0,mnist-49,binary_mln,0.05
12,0.6497538685798645,0.7077303528785706,0.6171875,0.5799999833106995,1,2,0.0,mnist-49,binary_mln,0.05
13,0.642269492149353,0.6968560218811035,0.609375,0.5899999737739563,1,2,0.0,mnist-49,binary_mln,0.05
14,0.6323065757751465,0.688229501247406,0.640625,0.6000000238418579,1,2,0.0,mnist-49,binary_mln,0.05
15,0.6241423487663269,0.6836081147193909,0.671875,0.6299999952316284,1,2,0.0,mnist-49,binary_mln,0.05
16,0.615234375,0.688739001750946,0.71875,0.6499999761581421,1,2,0.0,mnist-49,binary_mln,0.05
17,0.5991299748420715,0.7052051424980164,0.71875,0.6899999976158142,1,2,0.0,mnist-49,binary_mln,0.05
18,0.5844088792800903,0.7172322273254395,0.7109375,0.6899999976158142,1,2,0.0,mnist-49,binary_mln,0.05
19,0.5730977058410645,0.7006133794784546,0.7109375,0.6899999976158142,1,2,0.0,mnist-49,binary_mln,0.05
20,0.555419385433197,0.6842758059501648,0.734375,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
21,0.5485852360725403,0.7107383608818054,0.7265625,0.699999988079071,1,2,0.0,mnist-49,binary_mln,0.05
22,0.5273510813713074,0.7469733953475952,0.734375,0.699999988079071,1,2,0.0,mnist-49,binary_mln,0.05
23,0.5069385170936584,0.7481080889701843,0.734375,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
24,0.48298245668411255,0.7493425011634827,0.78125,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
25,0.4650849401950836,0.7217157483100891,0.765625,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
26,0.45244330167770386,0.7386279106140137,0.765625,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
27,0.4349001944065094,0.8074498176574707,0.7578125,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
28,0.42337092757225037,0.7885969281196594,0.7578125,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
29,0.40837526321411133,0.7116155028343201,0.8125,0.699999988079071,1,2,0.0,mnist-49,binary_mln,0.05
30,0.38686904311180115,0.6720408797264099,0.7890625,0.699999988079071,1,2,0.0,mnist-49,binary_mln,0.05
31,0.4065365791320801,0.7193933725357056,0.7734375,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
32,0.35758209228515625,0.8420478105545044,0.8515625,0.7599999904632568,1,2,0.0,mnist-49,binary_mln,0.05
33,0.4379120469093323,0.7557048797607422,0.84375,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
34,0.34709984064102173,0.7178261280059814,0.8515625,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
35,0.33871230483055115,0.7201957106590271,0.8359375,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
36,0.3309432864189148,0.7576817870140076,0.8359375,0.699999988079071,1,2,0.0,mnist-49,binary_mln,0.05
37,0.33105483651161194,0.9023116827011108,0.8359375,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
38,0.32027962803840637,1.761733889579773,0.8359375,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
39,0.3038039803504944,1.8014956712722778,0.8515625,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
40,0.3025694787502289,1.8463233709335327,0.859375,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
41,0.30192744731903076,1.8730497360229492,0.859375,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
42,0.29652804136276245,1.915232539176941,0.8671875,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
43,0.2896251082420349,1.9486676454544067,0.875,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
44,0.2848752737045288,1.9972906112670898,0.8828125,0.75,1,2,0.0,mnist-49,binary_mln,0.05
45,0.28248685598373413,2.0388054847717285,0.8828125,0.75,1,2,0.0,mnist-49,binary_mln,0.05
46,0.28019630908966064,2.0481507778167725,0.875,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
47,0.2738405168056488,2.9650485515594482,0.8828125,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
48,0.24882036447525024,3.1351397037506104,0.890625,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
49,0.24188216030597687,3.3344223499298096,0.890625,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
50,0.22978593409061432,5.295036792755127,0.9140625,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
51,0.2625560760498047,3.151632070541382,0.8984375,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
52,0.22693735361099243,2.922003984451294,0.890625,0.6899999976158142,1,2,0.0,mnist-49,binary_mln,0.05
53,0.23413655161857605,2.8349316120147705,0.890625,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
54,0.23607231676578522,2.822026252746582,0.890625,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
55,0.2351265549659729,3.673549175262451,0.890625,0.75,1,2,0.0,mnist-49,binary_mln,0.05
56,0.24026162922382355,3.7016615867614746,0.8828125,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
57,0.23686331510543823,2.858341932296753,0.8828125,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
58,0.22673270106315613,2.8699822425842285,0.890625,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
59,0.22126591205596924,2.8953325748443604,0.890625,0.75,1,2,0.0,mnist-49,binary_mln,0.05
60,0.21870101988315582,3.8113584518432617,0.8984375,0.7900000214576721,1,2,0.0,mnist-49,binary_mln,0.05
61,0.20732517540454865,4.73386287689209,0.9140625,0.8100000023841858,1,2,0.0,mnist-49,binary_mln,0.05
62,0.2225717008113861,3.8050544261932373,0.8828125,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
63,0.19862011075019836,2.8364017009735107,0.9140625,0.7599999904632568,1,2,0.0,mnist-49,binary_mln,0.05
64,0.2004161775112152,1.8969444036483765,0.8984375,0.75,1,2,0.0,mnist-49,binary_mln,0.05
65,0.21002110838890076,2.7559893131256104,0.890625,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
66,0.20620036125183105,2.8518741130828857,0.8984375,0.7799999713897705,1,2,0.0,mnist-49,binary_mln,0.05
67,0.2015395313501358,2.9733593463897705,0.90625,0.7799999713897705,1,2,0.0,mnist-49,binary_mln,0.05
68,0.19212232530117035,3.017781972885132,0.9140625,0.7900000214576721,1,2,0.0,mnist-49,binary_mln,0.05
69,0.17956101894378662,2.994514226913452,0.921875,0.7900000214576721,1,2,0.0,mnist-49,binary_mln,0.05
70,0.16530071198940277,2.9782450199127197,0.9375,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
71,0.15625593066215515,3.0231704711914062,0.9453125,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
72,0.15341587364673615,4.050473213195801,0.953125,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
73,0.15340718626976013,4.2584309577941895,0.9453125,0.7599999904632568,1,2,0.0,mnist-49,binary_mln,0.05
74,0.1508590579032898,5.15035343170166,0.9453125,0.75,1,2,0.0,mnist-49,binary_mln,0.05
75,0.13103656470775604,5.1689252853393555,0.9453125,0.75,1,2,0.0,mnist-49,binary_mln,0.05
76,0.12827785313129425,5.238558292388916,0.9453125,0.75,1,2,0.0,mnist-49,binary_mln,0.05
77,0.13722634315490723,5.356906890869141,0.9296875,0.75,1,2,0.0,mnist-49,binary_mln,0.05
78,0.1195831447839737,5.479237079620361,0.9453125,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
79,0.1149810403585434,6.366350173950195,0.96875,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
80,0.11922608315944672,5.457591533660889,0.9609375,0.7099999785423279,1,2,0.0,mnist-49,binary_mln,0.05
81,0.11047858744859695,5.4027605056762695,0.9609375,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
82,0.10275925695896149,5.382830619812012,0.953125,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
83,0.10313194990158081,7.358581066131592,0.953125,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
84,0.16755704581737518,5.363698959350586,0.9453125,0.7200000286102295,1,2,0.0,mnist-49,binary_mln,0.05
85,0.11816627532243729,5.226648330688477,0.9609375,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
86,0.12814031541347504,4.2631707191467285,0.9453125,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
87,0.13915356993675232,3.2924060821533203,0.9296875,0.7699999809265137,1,2,0.0,mnist-49,binary_mln,0.05
88,0.14235010743141174,4.099292278289795,0.921875,0.7799999713897705,1,2,0.0,mnist-49,binary_mln,0.05
89,0.13275359570980072,4.991508960723877,0.9296875,0.75,1,2,0.0,mnist-49,binary_mln,0.05
90,0.11981221288442612,5.254178047180176,0.9375,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
91,0.11210945248603821,7.3091816902160645,0.9453125,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
92,0.12503644824028015,8.277392387390137,0.96875,0.7300000190734863,1,2,0.0,mnist-49,binary_mln,0.05
93,0.11821085959672928,8.05631160736084,0.96875,0.7400000095367432,1,2,0.0,mnist-49,binary_mln,0.05
94,0.10681673884391785,8.038440704345703,0.96875,0.75,1,2,0.0,mnist-49,binary_mln,0.05
95,0.09977762401103973,7.133913993835449,0.9609375,0.7599999904632568,1,2,0.0,mnist-49,binary_mln,0.05
96,0.09573236852884293,6.150503158569336,0.9609375,0.75,1,2,0.0,mnist-49,binary_mln,0.05
97,0.09277502447366714,6.106860160827637,0.9609375,0.75,1,2,0.0,mnist-49,binary_mln,0.05
98,0.08990233391523361,6.112977504730225,0.9609375,0.7599999904632568,1,2,0.0,mnist-49,binary_mln,0.05
99,0.08894611150026321,6.1838507652282715,0.9609375,0.7599999904632568,1,2,0.0,mnist-49,binary_mln,0.05
0,0.6936757564544678,0.6928231716156006,0.46875,0.5199999809265137,2,2,0.0,mnist-49,binary_mln,0.05
1,0.6934913992881775,0.6919188499450684,0.46875,0.5199999809265137,2,2,0.0,mnist-49,binary_mln,0.05
2,0.6922610998153687,0.6886361837387085,0.46875,0.5199999809265137,2,2,0.0,mnist-49,binary_mln,0.05
3,0.6889208555221558,0.6797858476638794,0.46875,0.6899999976158142,2,2,0.0,mnist-49,binary_mln,0.05
4,0.679214596748352,0.6601976156234741,0.703125,0.6899999976158142,2,2,0.0,mnist-49,binary_mln,0.05
5,0.6430251002311707,0.6575164198875427,0.7109375,0.699999988079071,2,2,0.0,mnist-49,binary_mln,0.05
6,0.5993485450744629,0.6534429788589478,0.703125,0.7099999785423279,2,2,0.0,mnist-49,binary_mln,0.05
7,0.5825347900390625,0.6092547178268433,0.703125,0.7099999785423279,2,2,0.0,mnist-49,binary_mln,0.05
8,0.5448607206344604,0.5857493281364441,0.734375,0.699999988079071,2,2,0.0,mnist-49,binary_mln,0.05
9,0.523966908454895,0.5719912648200989,0.7421875,0.7099999785423279,2,2,0.0,mnist-49,binary_mln,0.05
10,0.5005687475204468,0.5546432733535767,0.7578125,0.7099999785423279,2,2,0.0,mnist-49,binary_mln,0.05
11,0.4707750380039215,0.5377192497253418,0.7734375,0.7099999785423279,2,2,0.0,mnist-49,binary_mln,0.05
12,0.44971561431884766,0.4802626669406891,0.78125,0.7599999904632568,2,2,0.0,mnist-49,binary_mln,0.05
13,0.40511494874954224,0.41341400146484375,0.796875,0.8299999833106995,2,2,0.0,mnist-49,binary_mln,0.05
14,0.32131797075271606,0.40033596754074097,0.8984375,0.8600000143051147,2,2,0.0,mnist-49,binary_mln,0.05
15,0.30842462182044983,0.3633512854576111,0.8984375,0.8700000047683716,2,2,0.0,mnist-49,binary_mln,0.05
16,0.28390124440193176,0.36855027079582214,0.8984375,0.8899999856948853,2,2,0.0,mnist-49,binary_mln,0.05
17,0.2881624698638916,0.38421306014060974,0.8828125,0.8899999856948853,2,2,0.0,mnist-49,binary_mln,0.05
18,0.28497928380966187,0.38818368315696716,0.890625,0.8799999952316284,2,2,0.0,mnist-49,binary_mln,0.05
19,0.26848122477531433,0.38638514280319214,0.8984375,0.8899999856948853,2,2,0.0,mnist-49,binary_mln,0.05
20,0.25356730818748474,0.37979480624198914,0.90625,0.8899999856948853,2,2,0.0,mnist-49,binary_mln,0.05
21,0.2389434278011322,0.39226970076560974,0.90625,0.8799999952316284,2,2,0.0,mnist-49,binary_mln,0.05
22,0.22517433762550354,0.42746007442474365,0.90625,0.8500000238418579,2,2,0.0,mnist-49,binary_mln,0.05
23,0.215772807598114,0.42576682567596436,0.890625,0.8500000238418579,2,2,0.0,mnist-49,binary_mln,0.05
24,0.19180192053318024,0.4312894940376282,0.890625,0.8600000143051147,2,2,0.0,mnist-49,binary_mln,0.05
25,0.17048384249210358,0.45578858256340027,0.890625,0.8600000143051147,2,2,0.0,mnist-49,binary_mln,0.05
26,0.15297959744930267,0.48385635018348694,0.890625,0.8600000143051147,2,2,0.0,mnist-49,binary_mln,0.05
27,0.13601338863372803,0.5311549305915833,0.890625,0.8600000143051147,2,2,0.0,mnist-49,binary_mln,0.05
28,0.12096525728702545,0.5946847796440125,0.8984375,0.8600000143051147,2,2,0.0,mnist-49,binary_mln,0.05
29,0.11221630871295929,0.6679661273956299,0.8984375,0.8700000047683716,2,2,0.0,mnist-49,binary_mln,0.05
30,0.10271351784467697,0.755256712436676,0.9140625,0.8700000047683716,2,2,0.0,mnist-49,binary_mln,0.05
31,0.10524813085794449,1.6522068977355957,0.9375,0.9100000262260437,2,2,0.0,mnist-49,binary_mln,0.05
32,0.09347620606422424,2.551473617553711,0.9375,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
33,0.08639779686927795,2.623206853866577,0.9765625,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
34,0.0849265605211258,4.334516525268555,0.9765625,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
35,0.08340037614107132,5.190822124481201,0.9765625,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
36,0.0799180120229721,4.207910060882568,0.984375,0.9300000071525574,2,2,0.0,mnist-49,binary_mln,0.05
37,0.07248654216527939,4.2123589515686035,0.984375,0.9300000071525574,2,2,0.0,mnist-49,binary_mln,0.05
38,0.07022134959697723,4.223659038543701,0.984375,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
39,0.06981044262647629,4.238796710968018,0.984375,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
40,0.06965158879756927,4.254400730133057,0.984375,0.9200000166893005,2,2,0.0,mnist-49,binary_mln,0.05
