epoch,train_loss,val_loss,train_acc,val_acc,iteration,mid_layer,dropout,dataset,network,lr
0,0.6861523985862732,0.6859866976737976,0.5703125,0.5699999928474426,0,2,0.0,mnist-49,binary_mlp,0.001
1,0.6679682731628418,0.670940101146698,0.6015625,0.5899999737739563,0,2,0.0,mnist-49,binary_mlp,0.001
2,0.6397899985313416,0.6451770067214966,0.65625,0.6100000143051147,0,2,0.0,mnist-49,binary_mlp,0.001
3,0.6085061430931091,0.6185006499290466,0.703125,0.7200000286102295,0,2,0.0,mnist-49,binary_mlp,0.001
4,0.583977997303009,0.5952433347702026,0.7109375,0.7300000190734863,0,2,0.0,mnist-49,binary_mlp,0.001
5,0.5603929758071899,0.573498010635376,0.7578125,0.7799999713897705,0,2,0.0,mnist-49,binary_mlp,0.001
6,0.5341416001319885,0.5534781813621521,0.765625,0.7799999713897705,0,2,0.0,mnist-49,binary_mlp,0.001
7,0.5095332860946655,0.5358291864395142,0.7890625,0.7400000095367432,0,2,0.0,mnist-49,binary_mlp,0.001
8,0.48756319284439087,0.5183947086334229,0.8046875,0.7799999713897705,0,2,0.0,mnist-49,binary_mlp,0.001
9,0.46640706062316895,0.49829328060150146,0.8125,0.800000011920929,0,2,0.0,mnist-49,binary_mlp,0.001
10,0.44492143392562866,0.47930777072906494,0.828125,0.8399999737739563,0,2,0.0,mnist-49,binary_mlp,0.001
11,0.42344826459884644,0.46121612191200256,0.859375,0.8299999833106995,0,2,0.0,mnist-49,binary_mlp,0.001
12,0.4023096561431885,0.4444245994091034,0.8671875,0.8299999833106995,0,2,0.0,mnist-49,binary_mlp,0.001
13,0.38202834129333496,0.42712727189064026,0.859375,0.8299999833106995,0,2,0.0,mnist-49,binary_mlp,0.001
14,0.3618425726890564,0.4095090925693512,0.859375,0.8399999737739563,0,2,0.0,mnist-49,binary_mlp,0.001
15,0.34176361560821533,0.3920952081680298,0.8671875,0.8299999833106995,0,2,0.0,mnist-49,binary_mlp,0.001
16,0.32289060950279236,0.37603461742401123,0.8984375,0.8700000047683716,0,2,0.0,mnist-49,binary_mlp,0.001
17,0.3059398829936981,0.36142632365226746,0.921875,0.8799999952316284,0,2,0.0,mnist-49,binary_mlp,0.001
18,0.2910047471523285,0.34808149933815,0.9453125,0.8700000047683716,0,2,0.0,mnist-49,binary_mlp,0.001
19,0.2770508825778961,0.33579400181770325,0.96875,0.8799999952316284,0,2,0.0,mnist-49,binary_mlp,0.001
20,0.26372358202934265,0.3248356282711029,0.9765625,0.8999999761581421,0,2,0.0,mnist-49,binary_mlp,0.001
21,0.25126028060913086,0.31550103425979614,0.9765625,0.8899999856948853,0,2,0.0,mnist-49,binary_mlp,0.001
22,0.24009470641613007,0.30700045824050903,0.96875,0.8799999952316284,0,2,0.0,mnist-49,binary_mlp,0.001
23,0.2301468849182129,0.2984219789505005,0.96875,0.8799999952316284,0,2,0.0,mnist-49,binary_mlp,0.001
24,0.22060686349868774,0.28956353664398193,0.96875,0.8799999952316284,0,2,0.0,mnist-49,binary_mlp,0.001
25,0.21126843988895416,0.2807841897010803,0.9765625,0.8999999761581421,0,2,0.0,mnist-49,binary_mlp,0.001
26,0.20242145657539368,0.27263137698173523,0.9765625,0.8999999761581421,0,2,0.0,mnist-49,binary_mlp,0.001
27,0.19426648318767548,0.26541727781295776,0.984375,0.8999999761581421,0,2,0.0,mnist-49,binary_mlp,0.001
28,0.18678976595401764,0.259105384349823,0.984375,0.8999999761581421,0,2,0.0,mnist-49,binary_mlp,0.001
29,0.1796029508113861,0.25368279218673706,0.984375,0.8999999761581421,0,2,0.0,mnist-49,binary_mlp,0.001
30,0.17264506220817566,0.24913571774959564,0.984375,0.9100000262260437,0,2,0.0,mnist-49,binary_mlp,0.001
31,0.16605527698993683,0.24534370005130768,0.984375,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
32,0.15998099744319916,0.2419266700744629,0.984375,0.9100000262260437,0,2,0.0,mnist-49,binary_mlp,0.001
33,0.1543969064950943,0.23845906555652618,0.984375,0.9100000262260437,0,2,0.0,mnist-49,binary_mlp,0.001
34,0.14916613698005676,0.23466596007347107,0.984375,0.9100000262260437,0,2,0.0,mnist-49,binary_mlp,0.001
35,0.14416779577732086,0.23054230213165283,0.984375,0.9100000262260437,0,2,0.0,mnist-49,binary_mlp,0.001
36,0.13938552141189575,0.22627860307693481,0.984375,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
37,0.13486504554748535,0.22217373549938202,0.984375,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
38,0.13066063821315765,0.21846477687358856,0.9921875,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
39,0.1267940253019333,0.21537083387374878,0.9921875,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
40,0.12314319610595703,0.2128743976354599,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
41,0.1196085661649704,0.2108905166387558,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
42,0.11620451509952545,0.20931066572666168,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
43,0.11297047138214111,0.20795869827270508,0.9921875,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
44,0.10992863029241562,0.2065325528383255,0.9921875,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
45,0.10707598924636841,0.20482245087623596,0.9921875,0.9200000166893005,0,2,0.0,mnist-49,binary_mlp,0.001
46,0.10432948172092438,0.20278531312942505,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
47,0.10166694223880768,0.20049899816513062,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
48,0.09909898787736893,0.19813965260982513,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
49,0.09665064513683319,0.19587570428848267,0.9921875,0.9300000071525574,0,2,0.0,mnist-49,binary_mlp,0.001
50,0.09432551264762878,0.19384022057056427,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
51,0.09211323410272598,0.19214673340320587,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
52,0.08998579531908035,0.19081111252307892,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
53,0.08792737126350403,0.18982544541358948,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
54,0.0859333947300911,0.18910828232765198,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
55,0.08401650190353394,0.1884995847940445,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
56,0.08218664675951004,0.18786625564098358,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
57,0.08043333888053894,0.1870964616537094,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
58,0.0787435919046402,0.18611079454421997,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
59,0.07710263878107071,0.1848507523536682,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
60,0.07550501823425293,0.18348446488380432,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
61,0.07395967096090317,0.1821107715368271,0.9921875,0.9399999976158142,0,2,0.0,mnist-49,binary_mlp,0.001
