epoch,train_loss,val_loss,train_acc,val_acc,iteration,branching,dropout,dataset,network,lr
62,1.6948164701461792,1.8770155906677246,0.765625,0.58,0,2,0.0,mnist,multiclass_mln,0.05
63,1.6960488557815552,1.8773393630981445,0.765625,0.58,0,2,0.0,mnist,multiclass_mln,0.05
64,1.6987524032592773,1.876631736755371,0.765625,0.58,0,2,0.0,mnist,multiclass_mln,0.05
65,1.6950225830078125,1.8962293863296509,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
66,1.6948822736740112,1.9101213216781616,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
67,1.6950371265411377,1.8940562009811401,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
68,1.6945698261260986,1.8934924602508545,0.765625,0.5700000000000001,0,2,0.0,mnist,multiclass_mln,0.05
69,1.6940492391586304,1.894147515296936,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
70,1.693406343460083,1.8902719020843506,0.765625,0.5700000000000001,0,2,0.0,mnist,multiclass_mln,0.05
71,1.6935430765151978,1.901039719581604,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
72,1.693556547164917,1.9114552736282349,0.765625,0.54,0,2,0.0,mnist,multiclass_mln,0.05
73,1.6936049461364746,1.9115774631500244,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
74,1.6936678886413574,1.9244256019592285,0.765625,0.53,0,2,0.0,mnist,multiclass_mln,0.05
75,1.6944838762283325,1.9217315912246704,0.765625,0.54,0,2,0.0,mnist,multiclass_mln,0.05
76,1.6932051181793213,1.915755271911621,0.765625,0.54,0,2,0.0,mnist,multiclass_mln,0.05
77,1.69308602809906,1.9049429893493652,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
78,1.6929817199707031,1.90334153175354,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
79,1.6930335760116577,1.9024481773376465,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
80,1.6928895711898804,1.9018117189407349,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
81,1.692750334739685,1.9013986587524414,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
82,1.6926438808441162,1.9011229276657104,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
83,1.6929093599319458,1.9010032415390015,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
84,1.6928383111953735,1.900842547416687,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
85,1.6928000450134277,1.900596261024475,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
86,1.6928304433822632,1.9002193212509155,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
87,1.6925004720687866,1.899405837059021,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
88,1.6924560070037842,1.8982833623886108,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
89,1.6924123764038086,1.897201657295227,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
90,1.6924216747283936,1.8964056968688965,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
91,1.6924141645431519,1.8958286046981812,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
92,1.6923637390136719,1.8953943252563477,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
93,1.6923913955688477,1.895309329032898,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
94,1.6923924684524536,1.8948651552200317,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
95,1.6924177408218384,1.8949333429336548,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
96,1.6924033164978027,1.8952685594558716,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
97,1.6923890113830566,1.8957067728042603,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
98,1.6924173831939697,1.8961181640625,0.765625,0.55,0,2,0.0,mnist,multiclass_mln,0.05
99,1.6922663450241089,1.8963618278503418,0.765625,0.56,0,2,0.0,mnist,multiclass_mln,0.05
0,2.304729700088501,2.29733943939209,0.09375,0.1,1,2,0.0,mnist,multiclass_mln,0.05
1,2.2980563640594482,2.3222734928131104,0.109375,0.06,1,2,0.0,mnist,multiclass_mln,0.05
2,2.3085520267486572,2.294593572616577,0.078125,0.12,1,2,0.0,mnist,multiclass_mln,0.05
3,2.292111396789551,2.291548728942871,0.109375,0.12,1,2,0.0,mnist,multiclass_mln,0.05
4,2.2919797897338867,2.2871077060699463,0.125,0.11,1,2,0.0,mnist,multiclass_mln,0.05
5,2.287858486175537,2.280379295349121,0.125,0.1,1,2,0.0,mnist,multiclass_mln,0.05
6,2.282203197479248,2.270447015762329,0.1171875,0.12,1,2,0.0,mnist,multiclass_mln,0.05
7,2.27241587638855,2.2584033012390137,0.1328125,0.15,1,2,0.0,mnist,multiclass_mln,0.05
8,2.2587263584136963,2.242070436477661,0.140625,0.17,1,2,0.0,mnist,multiclass_mln,0.05
9,2.239840507507324,2.2169766426086426,0.171875,0.23,1,2,0.0,mnist,multiclass_mln,0.05
10,2.213012933731079,2.192775249481201,0.2578125,0.26,1,2,0.0,mnist,multiclass_mln,0.05
11,2.184910535812378,2.1715426445007324,0.296875,0.27,1,2,0.0,mnist,multiclass_mln,0.05
12,2.1551616191864014,2.1413307189941406,0.328125,0.31,1,2,0.0,mnist,multiclass_mln,0.05
13,2.12143874168396,2.0993521213531494,0.3515625,0.4,1,2,0.0,mnist,multiclass_mln,0.05
14,2.0982208251953125,2.0791633129119873,0.3671875,0.41000000000000003,1,2,0.0,mnist,multiclass_mln,0.05
15,2.0807301998138428,2.0704245567321777,0.3984375,0.41000000000000003,1,2,0.0,mnist,multiclass_mln,0.05
16,2.0568909645080566,2.0524778366088867,0.421875,0.41000000000000003,1,2,0.0,mnist,multiclass_mln,0.05
17,2.033230781555176,2.0482192039489746,0.4453125,0.43,1,2,0.0,mnist,multiclass_mln,0.05
18,2.0193958282470703,2.051063060760498,0.4453125,0.41000000000000003,1,2,0.0,mnist,multiclass_mln,0.05
19,2.004192590713501,2.048457145690918,0.46875,0.41000000000000003,1,2,0.0,mnist,multiclass_mln,0.05
20,1.9899195432662964,2.015296220779419,0.4765625,0.45,1,2,0.0,mnist,multiclass_mln,0.05
21,1.9743430614471436,2.007502794265747,0.484375,0.46,1,2,0.0,mnist,multiclass_mln,0.05
22,1.9618713855743408,2.0103983879089355,0.5,0.44,1,2,0.0,mnist,multiclass_mln,0.05
23,1.9542746543884277,2.017141103744507,0.5,0.42,1,2,0.0,mnist,multiclass_mln,0.05
24,1.943673014640808,1.998444676399231,0.515625,0.45,1,2,0.0,mnist,multiclass_mln,0.05
25,1.9329564571380615,1.9769870042800903,0.515625,0.46,1,2,0.0,mnist,multiclass_mln,0.05
26,1.9094610214233398,1.9254908561706543,0.546875,0.55,1,2,0.0,mnist,multiclass_mln,0.05
27,1.841389775276184,1.923080563545227,0.625,0.54,1,2,0.0,mnist,multiclass_mln,0.05
28,1.8303183317184448,1.9363815784454346,0.6328125,0.51,1,2,0.0,mnist,multiclass_mln,0.05
29,1.8214703798294067,1.9294291734695435,0.65625,0.55,1,2,0.0,mnist,multiclass_mln,0.05
30,1.8080021142959595,1.920934796333313,0.65625,0.54,1,2,0.0,mnist,multiclass_mln,0.05
31,1.7883632183074951,1.897965431213379,0.671875,0.55,1,2,0.0,mnist,multiclass_mln,0.05
32,1.7754863500595093,1.8741012811660767,0.6796875,0.59,1,2,0.0,mnist,multiclass_mln,0.05
33,1.7606346607208252,1.8514338731765747,0.703125,0.61,1,2,0.0,mnist,multiclass_mln,0.05
34,1.7416458129882812,1.8555309772491455,0.71875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
35,1.740853190422058,1.8540018796920776,0.7265625,0.6,1,2,0.0,mnist,multiclass_mln,0.05
36,1.7289105653762817,1.8459222316741943,0.734375,0.61,1,2,0.0,mnist,multiclass_mln,0.05
37,1.7303705215454102,1.8395919799804688,0.734375,0.61,1,2,0.0,mnist,multiclass_mln,0.05
38,1.7207921743392944,1.8379002809524536,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
39,1.7211710214614868,1.8359289169311523,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
40,1.7207894325256348,1.8384469747543335,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
41,1.7193700075149536,1.8428531885147095,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
42,1.7189642190933228,1.8469089269638062,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
43,1.7180193662643433,1.8509868383407593,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
44,1.7175748348236084,1.8535841703414917,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
45,1.7175571918487549,1.8539868593215942,0.7421875,0.6,1,2,0.0,mnist,multiclass_mln,0.05
46,1.7165963649749756,1.8524537086486816,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
47,1.7156909704208374,1.8486125469207764,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
48,1.7158390283584595,1.8437341451644897,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
49,1.7154978513717651,1.839943528175354,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
50,1.7152817249298096,1.837822675704956,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
51,1.7146899700164795,1.8374125957489014,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
52,1.7149182558059692,1.8385374546051025,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
53,1.714775800704956,1.8379135131835938,0.7421875,0.6,1,2,0.0,mnist,multiclass_mln,0.05
54,1.7143871784210205,1.8360013961791992,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
55,1.714794635772705,1.8371496200561523,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
56,1.7146042585372925,1.8382285833358765,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
57,1.7144948244094849,1.837039589881897,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
58,1.714613676071167,1.8357806205749512,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
59,1.7142517566680908,1.833282470703125,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
60,1.7142140865325928,1.8329795598983765,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
61,1.7140002250671387,1.8332815170288086,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
62,1.7141236066818237,1.8355507850646973,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
63,1.7135525941848755,1.8356268405914307,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
64,1.7134380340576172,1.832859992980957,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
65,1.7135818004608154,1.8316514492034912,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
66,1.7134535312652588,1.8311740159988403,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
67,1.713353157043457,1.8360295295715332,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
68,1.7131651639938354,1.8413724899291992,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
69,1.7137361764907837,1.8461146354675293,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
70,1.7134195566177368,1.8452929258346558,0.7421875,0.6,1,2,0.0,mnist,multiclass_mln,0.05
71,1.7136023044586182,1.8424367904663086,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
72,1.7130268812179565,1.8365615606307983,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
73,1.7138217687606812,1.838484764099121,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
74,1.7131881713867188,1.8422884941101074,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
75,1.7139846086502075,1.843125581741333,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
76,1.7138844728469849,1.842787265777588,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
77,1.713813066482544,1.840932011604309,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
78,1.71324622631073,1.835253119468689,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
79,1.7131931781768799,1.8332383632659912,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
80,1.7135034799575806,1.8347136974334717,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
81,1.7135611772537231,1.8393652439117432,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
82,1.7128771543502808,1.8422654867172241,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
83,1.71297025680542,1.8437979221343994,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
84,1.7132458686828613,1.8430943489074707,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
85,1.7130893468856812,1.841139316558838,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
86,1.7129409313201904,1.840064287185669,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
87,1.7131003141403198,1.8393847942352295,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
88,1.7129759788513184,1.8382728099822998,0.7421875,0.61,1,2,0.0,mnist,multiclass_mln,0.05
89,1.7128530740737915,1.8358666896820068,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
90,1.713075876235962,1.8339096307754517,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
91,1.7130391597747803,1.8354345560073853,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
92,1.712785243988037,1.8374722003936768,0.7421875,0.62,1,2,0.0,mnist,multiclass_mln,0.05
93,1.712904691696167,1.8370115756988525,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
94,1.7125331163406372,1.8338452577590942,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
95,1.712910532951355,1.8301445245742798,0.7421875,0.63,1,2,0.0,mnist,multiclass_mln,0.05
96,1.7125784158706665,1.8264714479446411,0.7421875,0.64,1,2,0.0,mnist,multiclass_mln,0.05
97,1.7125942707061768,1.8249033689498901,0.7421875,0.64,1,2,0.0,mnist,multiclass_mln,0.05
98,1.7127126455307007,1.823502779006958,0.7421875,0.64,1,2,0.0,mnist,multiclass_mln,0.05
99,1.7124735116958618,1.8256924152374268,0.7421875,0.64,1,2,0.0,mnist,multiclass_mln,0.05
0,2.3064558506011963,2.301323175430298,0.0859375,0.14,2,2,0.0,mnist,multiclass_mln,0.05
1,2.3006703853607178,2.298140525817871,0.1484375,0.17,2,2,0.0,mnist,multiclass_mln,0.05
2,2.2971789836883545,2.2903473377227783,0.1875,0.17,2,2,0.0,mnist,multiclass_mln,0.05
3,2.28934383392334,2.2795228958129883,0.1796875,0.18,2,2,0.0,mnist,multiclass_mln,0.05
4,2.279949426651001,2.269577980041504,0.1875,0.17,2,2,0.0,mnist,multiclass_mln,0.05
5,2.2722413539886475,2.2619569301605225,0.1875,0.19,2,2,0.0,mnist,multiclass_mln,0.05
6,2.262695789337158,2.249789237976074,0.1953125,0.19,2,2,0.0,mnist,multiclass_mln,0.05
7,2.246382236480713,2.239415407180786,0.1953125,0.24,2,2,0.0,mnist,multiclass_mln,0.05
8,2.2263870239257812,2.2326903343200684,0.2578125,0.23,2,2,0.0,mnist,multiclass_mln,0.05
9,2.2037692070007324,2.218923568725586,0.3203125,0.24,2,2,0.0,mnist,multiclass_mln,0.05
10,2.1767139434814453,2.1963002681732178,0.328125,0.26,2,2,0.0,mnist,multiclass_mln,0.05
11,2.1413307189941406,2.1733651161193848,0.3515625,0.32,2,2,0.0,mnist,multiclass_mln,0.05
12,2.108632802963257,2.1554534435272217,0.4296875,0.3,2,2,0.0,mnist,multiclass_mln,0.05
13,2.0813000202178955,2.144249200820923,0.4140625,0.3,2,2,0.0,mnist,multiclass_mln,0.05
14,2.061156749725342,2.114814043045044,0.3984375,0.37,2,2,0.0,mnist,multiclass_mln,0.05
15,2.03743839263916,2.097165584564209,0.4296875,0.34,2,2,0.0,mnist,multiclass_mln,0.05
16,2.0033271312713623,2.0830302238464355,0.453125,0.38,2,2,0.0,mnist,multiclass_mln,0.05
17,1.984483003616333,2.080591917037964,0.4921875,0.39,2,2,0.0,mnist,multiclass_mln,0.05
18,1.9753514528274536,2.074097156524658,0.5078125,0.38,2,2,0.0,mnist,multiclass_mln,0.05
19,1.9629980325698853,2.0445733070373535,0.4921875,0.43,2,2,0.0,mnist,multiclass_mln,0.05
20,1.9451985359191895,2.0196988582611084,0.5078125,0.45,2,2,0.0,mnist,multiclass_mln,0.05
21,1.9294383525848389,2.0110180377960205,0.5390625,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
22,1.9196089506149292,1.9975647926330566,0.5390625,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
23,1.911409616470337,1.9921613931655884,0.546875,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
24,1.9048445224761963,1.986158847808838,0.5546875,0.48,2,2,0.0,mnist,multiclass_mln,0.05
25,1.9014732837677002,1.9854282140731812,0.5546875,0.48,2,2,0.0,mnist,multiclass_mln,0.05
26,1.8997187614440918,1.9887958765029907,0.5546875,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
27,1.8971848487854004,1.9887012243270874,0.5546875,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
28,1.8925644159317017,1.9989804029464722,0.5625,0.46,2,2,0.0,mnist,multiclass_mln,0.05
29,1.8903069496154785,2.0021400451660156,0.5625,0.45,2,2,0.0,mnist,multiclass_mln,0.05
30,1.8899527788162231,2.000835657119751,0.5625,0.46,2,2,0.0,mnist,multiclass_mln,0.05
31,1.8857578039169312,2.007006883621216,0.578125,0.45,2,2,0.0,mnist,multiclass_mln,0.05
32,1.880180835723877,2.0087480545043945,0.59375,0.45,2,2,0.0,mnist,multiclass_mln,0.05
33,1.874151349067688,2.0071330070495605,0.6015625,0.46,2,2,0.0,mnist,multiclass_mln,0.05
34,1.8728690147399902,1.998905897140503,0.6015625,0.46,2,2,0.0,mnist,multiclass_mln,0.05
35,1.8649811744689941,1.9833301305770874,0.609375,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
36,1.8501566648483276,1.9740231037139893,0.6171875,0.48,2,2,0.0,mnist,multiclass_mln,0.05
37,1.840555191040039,1.9617815017700195,0.6171875,0.49,2,2,0.0,mnist,multiclass_mln,0.05
38,1.8303455114364624,1.9546757936477661,0.6328125,0.5,2,2,0.0,mnist,multiclass_mln,0.05
39,1.8190693855285645,1.955925703048706,0.640625,0.5,2,2,0.0,mnist,multiclass_mln,0.05
40,1.8168913125991821,1.9607199430465698,0.640625,0.49,2,2,0.0,mnist,multiclass_mln,0.05
41,1.8210809230804443,1.960808277130127,0.640625,0.49,2,2,0.0,mnist,multiclass_mln,0.05
42,1.82295560836792,1.965560793876648,0.640625,0.49,2,2,0.0,mnist,multiclass_mln,0.05
43,1.8169230222702026,1.9692010879516602,0.640625,0.49,2,2,0.0,mnist,multiclass_mln,0.05
44,1.8169649839401245,1.9679961204528809,0.640625,0.48,2,2,0.0,mnist,multiclass_mln,0.05
45,1.814445972442627,1.967232346534729,0.640625,0.49,2,2,0.0,mnist,multiclass_mln,0.05
46,1.8097954988479614,1.983902931213379,0.6484375,0.48,2,2,0.0,mnist,multiclass_mln,0.05
47,1.810659646987915,1.994859218597412,0.6484375,0.45,2,2,0.0,mnist,multiclass_mln,0.05
48,1.8106064796447754,1.9720191955566406,0.6484375,0.48,2,2,0.0,mnist,multiclass_mln,0.05
49,1.8101247549057007,1.9662551879882812,0.6484375,0.48,2,2,0.0,mnist,multiclass_mln,0.05
50,1.8095920085906982,1.9610012769699097,0.6484375,0.49,2,2,0.0,mnist,multiclass_mln,0.05
51,1.8097525835037231,1.9617326259613037,0.6484375,0.49,2,2,0.0,mnist,multiclass_mln,0.05
52,1.8096359968185425,1.96222722530365,0.6484375,0.49,2,2,0.0,mnist,multiclass_mln,0.05
53,1.8088963031768799,1.9671375751495361,0.6484375,0.49,2,2,0.0,mnist,multiclass_mln,0.05
54,1.8095217943191528,1.9688183069229126,0.6484375,0.49,2,2,0.0,mnist,multiclass_mln,0.05
55,1.8096345663070679,1.9755892753601074,0.6484375,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
56,1.8089157342910767,1.9810996055603027,0.6484375,0.47000000000000003,2,2,0.0,mnist,multiclass_mln,0.05
57,1.804253101348877,1.9682328701019287,0.65625,0.5,2,2,0.0,mnist,multiclass_mln,0.05
58,1.8075978755950928,1.9653465747833252,0.6484375,0.49,2,2,0.0,mnist,multiclass_mln,0.05
59,1.802106499671936,1.964187741279602,0.65625,0.49,2,2,0.0,mnist,multiclass_mln,0.05
